QID,Creator,Creation Date,Page ID
Q736198,BigEars42,2012-02-04T17:38:26Z,34601926
Q736248,Xavier Martín,2008-01-19T12:50:30Z,15309264
Q736277,Stone,2008-09-13T19:33:14Z,19304992
Q736301,Grinder1389,2011-03-07T22:51:05Z,31115354
Q736379,Tom harrison,2009-01-01T21:09:40Z,20917115
Q736391,Bujuga,2009-07-01T11:17:56Z,23454048
Q736421,Dr jkl,2003-07-24T15:59:21Z,276440
Q736476,Ser Amantio di Nicolao,2008-11-23T08:32:16Z,20354771
Q736571,Louis P. Boog,2007-11-29T23:46:03Z,14489718
Q736598,Eric.dane~enwiki,2005-05-02T11:20:31Z,1829611
Q736654,Dylanwhs,2004-02-20T18:25:54Z,478510
Q736706,LordAmeth,2004-12-24T20:07:35Z,1323580
Q736815,Uconnhoopz123,2007-04-14T23:51:52Z,10671097
Q736847,Antidote,2006-08-25T12:50:40Z,6682870
Q736853,Curps,2004-06-28T05:20:03Z,760258
Q736862,Smombartz,2006-03-26T18:24:20Z,4524294
Q736915,Matthew hk,2006-06-12T09:52:22Z,5529520
Q736948,LordAmeth,2005-07-04T00:38:35Z,2164643
Q736951,Tallyho70,2006-07-17T12:05:47Z,5999228
Q737022,PeterSymonds,2009-11-02T00:21:50Z,24927436
Q737045,Lisiate,2003-01-21T03:06:19Z,172022
Q737110,Hectorthebat,2008-11-13T20:03:26Z,20198720
Q737159,Inge-Lyubov,2006-02-05T04:29:19Z,3964139
Q737179,KNewman,2006-06-15T08:57:43Z,5570785
Q737204,Ser Amantio di Nicolao,2008-11-30T21:43:31Z,20488253
Q737242,EileenSanda,2013-10-20T15:51:46Z,40844352
Q737253,OldakQuill,2004-12-13T02:09:25Z,1271226
Q737288,Hectorthebat,2008-11-13T22:54:07Z,20200986
Q737322,81.183.151.245,2005-06-04T10:04:14Z,1988233
Q737357,Aleksandr Grigoryev,2010-12-15T05:44:56Z,30056734
Q737414,Eldar Featel,2006-08-12T23:45:04Z,6421852
Q737472,AkaDada,2006-04-07T10:52:30Z,4659716
Q737486,ExRat,2007-05-11T01:23:24Z,11164210
Q737493,Academic Challenger,2004-01-02T06:18:54Z,418215
Q737505,GiantSnowman,2008-06-23T22:55:55Z,18099583
Q737519,SlimVirgin,2005-08-01T04:13:36Z,17742997
Q737527,BrendoAraújo,2012-02-20T04:29:55Z,34809722
Q737531,Dangyebbie,2006-01-28T03:05:29Z,3870670
Q737586,Antidote,2006-01-24T02:33:58Z,3825810
Q737626,80.137.117.195,2003-11-19T19:55:49Z,372544
Q737676,Bhumiya,2006-07-07T07:45:55Z,5865180
Q737687,Ipeirotis,2006-12-18T04:11:14Z,8492473
Q737690,Geregen2,2010-02-23T16:10:22Z,26310517
Q737768,Moink,2004-02-26T20:08:21Z,490286
Q737780,Bine Mai,2009-08-03T21:19:57Z,23852341
Q737808,Attilios,2007-07-13T09:58:27Z,12232936
Q737819,Jamie7687,2005-07-21T17:33:41Z,2280909
Q737852,Artaxiad,2006-12-24T20:48:56Z,8596402
Q737932,Reo kwon,2022-02-21T04:28:19Z,70127461
Q737960,Spigot,2006-09-02T14:47:43Z,6811421
Q737968,130.39.222.122,2004-11-12T18:37:04Z,1162266
Q738065,Flagellum Dei,2008-10-28T14:41:39Z,19972827
Q738225,Ramashray,2004-12-15T09:11:22Z,5272276
Q738238,Riffle,2006-11-10T21:05:02Z,7876680
Q738281,Severo,2007-08-24T16:02:14Z,12930556
Q738291,Hemanshu,2005-08-11T05:43:10Z,2427173
Q738312,Moondyne,2005-10-20T12:19:42Z,2952746
Q738326,Anthonyhcole,2014-09-09T11:30:45Z,43779684
Q738334,Alex Bakharev,2006-09-08T14:45:47Z,6899510
Q738355,OldakQuill,2004-07-04T18:58:07Z,780230
Q738358,BL~enwiki,2004-02-11T13:17:23Z,464833
Q738376,Sirasu,2007-01-26T16:40:51Z,9127177
Q738410,YUL89YYZ,2005-04-12T18:43:16Z,1729189
Q738430,Geschichte,2006-12-23T12:54:51Z,8576907
Q738512,Mark272,2006-03-09T21:29:44Z,4335026
Q738532,141.156.183.193,2005-01-19T22:20:34Z,1411831
Q738576,69.224.119.66,2005-10-21T05:43:47Z,2959817
Q738610,Geschichte,2006-05-13T06:54:16Z,5125853
Q738617,Alex Bakharev,2005-06-25T11:36:43Z,30863493
Q738649,Zereshk,2005-02-07T02:38:01Z,1475308
Q738697,Ka5hmir,2007-04-09T05:00:45Z,10548055
Q738715,Zdravko mk,2006-02-24T14:04:03Z,4182581
Q738752,138.89.151.113,2005-04-21T16:30:54Z,1775534
Q738812,Merovingian,2004-04-11T11:07:35Z,37222791
Q738871,Aboujhal,2012-08-24T18:22:21Z,36817997
Q739020,Mulad,2004-05-25T17:30:51Z,679723
Q739034,Polbot,2007-06-04T00:56:29Z,11579836
Q739157,Karaskakai,2006-03-18T09:19:20Z,4431292
Q739177,Janothird,2005-10-28T20:48:53Z,3022367
Q739180,Lange.lea,2015-10-03T20:56:55Z,48035043
Q739239,Jane023,2009-11-01T22:59:50Z,24926553
Q739275,Prisonblues,2004-03-17T16:40:54Z,532926
Q739286,A. Kupicki,2011-10-04T16:19:08Z,33303658
Q739315,KNewman,2004-09-07T15:07:10Z,966006
Q739327,Mt99lp,2010-07-28T20:09:27Z,28184332
Q739332,TOO,2005-01-22T21:54:01Z,1421205
Q739339,Plindenbaum,2008-05-20T07:19:18Z,17519991
Q739361,Oceanh,2008-06-13T12:38:53Z,17921835
Q739362,84user,2010-11-07T14:48:18Z,29510586
Q739424,Cantara,2006-03-02T01:40:04Z,4244973
Q739476,Emijrp,2012-04-26T20:42:44Z,35629136
Q739482,Adam Bishop,2004-11-04T23:18:05Z,1133179
Q739496,In ictu oculi,2011-12-27T15:38:46Z,34198087
Q739561,Surtsicna,2012-05-29T13:07:11Z,35971419
Q739567,Doma-w,2012-05-15T18:12:10Z,35831171
